State,Cong District,Election,1st pref,2nd pref,3rd pref,4th pref,5th pref,Votes Cast
ME,2,2018,B,B,B,B,B,187
ME,2,2018,B,B,B,B,D,1
ME,2,2018,B,B,B,B,H,1
ME,2,2018,B,B,B,B,U,11
ME,2,2018,B,B,B,D,R,1
ME,2,2018,B,B,B,H,D,1
ME,2,2018,B,B,B,H,H,1
ME,2,2018,B,B,B,H,U,1
ME,2,2018,B,B,B,R,H,1
ME,2,2018,B,B,B,U,B,2
ME,2,2018,B,B,B,U,H,1
ME,2,2018,B,B,B,U,U,10
ME,2,2018,B,B,D,D,B,1
ME,2,2018,B,B,D,D,D,3
ME,2,2018,B,B,D,D,R,1
ME,2,2018,B,B,D,D,U,1
ME,2,2018,B,B,D,H,H,1
ME,2,2018,B,B,D,H,R,3
ME,2,2018,B,B,D,U,U,1
ME,2,2018,B,B,H,D,D,1
ME,2,2018,B,B,H,D,R,3
ME,2,2018,B,B,H,H,B,3
ME,2,2018,B,B,H,H,H,2
ME,2,2018,B,B,H,H,R,1
ME,2,2018,B,B,H,H,U,1
ME,2,2018,B,B,H,R,U,2
ME,2,2018,B,B,H,U,H,1
ME,2,2018,B,B,H,U,R,1
ME,2,2018,B,B,H,U,U,1
ME,2,2018,B,B,R,H,D,1
ME,2,2018,B,B,R,H,H,1
ME,2,2018,B,B,R,R,R,1
ME,2,2018,B,B,U,D,R,1
ME,2,2018,B,B,U,H,R,1
ME,2,2018,B,B,U,U,B,2
ME,2,2018,B,B,U,U,U,23
ME,2,2018,B,D,B,B,B,3
ME,2,2018,B,D,B,B,D,1
ME,2,2018,B,D,B,D,B,7
ME,2,2018,B,D,B,D,D,1
ME,2,2018,B,D,B,D,H,1
ME,2,2018,B,D,B,H,R,3
ME,2,2018,B,D,B,R,U,1
ME,2,2018,B,D,B,U,U,3
ME,2,2018,B,D,D,B,B,1
ME,2,2018,B,D,D,B,D,2
ME,2,2018,B,D,D,D,D,5
ME,2,2018,B,D,D,D,U,1
ME,2,2018,B,D,D,H,R,1
ME,2,2018,B,D,D,H,U,2
ME,2,2018,B,D,D,R,U,3
ME,2,2018,B,D,D,U,U,4
ME,2,2018,B,D,H,B,D,1
ME,2,2018,B,D,H,B,R,2
ME,2,2018,B,D,H,B,U,1
ME,2,2018,B,D,H,D,B,1
ME,2,2018,B,D,H,D,D,1
ME,2,2018,B,D,H,D,U,1
ME,2,2018,B,D,H,H,H,1
ME,2,2018,B,D,H,H,R,1
ME,2,2018,B,D,H,H,U,5
ME,2,2018,B,D,H,O,R,2
ME,2,2018,B,D,H,O,U,2
ME,2,2018,B,D,H,R,B,4
ME,2,2018,B,D,H,R,D,1
ME,2,2018,B,D,H,R,H,1
ME,2,2018,B,D,H,R,R,13
ME,2,2018,B,D,H,R,U,1848
ME,2,2018,B,D,H,U,B,2
ME,2,2018,B,D,H,U,O,1
ME,2,2018,B,D,H,U,R,231
ME,2,2018,B,D,H,U,U,912
ME,2,2018,B,D,O,H,R,1
ME,2,2018,B,D,O,R,R,1
ME,2,2018,B,D,O,R,U,4
ME,2,2018,B,D,O,U,U,3
ME,2,2018,B,D,R,D,U,2
ME,2,2018,B,D,R,H,B,1
ME,2,2018,B,D,R,H,D,1
ME,2,2018,B,D,R,H,H,1
ME,2,2018,B,D,R,H,R,1
ME,2,2018,B,D,R,H,U,387
ME,2,2018,B,D,R,R,R,1
ME,2,2018,B,D,R,U,H,15
ME,2,2018,B,D,R,U,R,1
ME,2,2018,B,D,R,U,U,129
ME,2,2018,B,D,U,H,H,1
ME,2,2018,B,D,U,H,R,43
ME,2,2018,B,D,U,H,U,6
ME,2,2018,B,D,U,R,H,9
ME,2,2018,B,D,U,R,U,9
ME,2,2018,B,D,U,U,H,2
ME,2,2018,B,D,U,U,O,2
ME,2,2018,B,D,U,U,R,10
ME,2,2018,B,D,U,U,U,1060
ME,2,2018,B,H,B,B,B,5
ME,2,2018,B,H,B,B,R,1
ME,2,2018,B,H,B,D,D,1
ME,2,2018,B,H,B,H,B,14
ME,2,2018,B,H,B,H,O,1
ME,2,2018,B,H,B,H,U,2
ME,2,2018,B,H,B,O,B,1
ME,2,2018,B,H,B,R,D,2
ME,2,2018,B,H,B,R,U,8
ME,2,2018,B,H,B,U,U,5
ME,2,2018,B,H,D,B,B,1
ME,2,2018,B,H,D,B,R,1
ME,2,2018,B,H,D,B,U,1
ME,2,2018,B,H,D,D,B,1
ME,2,2018,B,H,D,D,D,1
ME,2,2018,B,H,D,D,R,1
ME,2,2018,B,H,D,D,U,1
ME,2,2018,B,H,D,H,R,4
ME,2,2018,B,H,D,H,U,3
ME,2,2018,B,H,D,O,U,1
ME,2,2018,B,H,D,R,B,3
ME,2,2018,B,H,D,R,D,2
ME,2,2018,B,H,D,R,R,5
ME,2,2018,B,H,D,R,U,2021
ME,2,2018,B,H,D,U,B,1
ME,2,2018,B,H,D,U,R,153
ME,2,2018,B,H,D,U,U,593
ME,2,2018,B,H,H,B,B,1
ME,2,2018,B,H,H,B,H,2
ME,2,2018,B,H,H,B,U,1
ME,2,2018,B,H,H,D,R,2
ME,2,2018,B,H,H,H,H,3
ME,2,2018,B,H,H,R,D,2
ME,2,2018,B,H,H,R,U,3
ME,2,2018,B,H,H,U,U,3
ME,2,2018,B,H,O,B,U,1
ME,2,2018,B,H,O,D,U,1
ME,2,2018,B,H,O,O,D,1
ME,2,2018,B,H,O,O,O,1
ME,2,2018,B,H,O,R,U,5
ME,2,2018,B,H,O,U,R,1
ME,2,2018,B,H,O,U,U,11
ME,2,2018,B,H,R,B,B,2
ME,2,2018,B,H,R,B,D,1
ME,2,2018,B,H,R,B,H,1
ME,2,2018,B,H,R,B,R,1
ME,2,2018,B,H,R,B,U,13
ME,2,2018,B,H,R,D,D,9
ME,2,2018,B,H,R,D,H,1
ME,2,2018,B,H,R,D,O,1
ME,2,2018,B,H,R,D,U,1001
ME,2,2018,B,H,R,H,D,1
ME,2,2018,B,H,R,H,U,4
ME,2,2018,B,H,R,O,D,1
ME,2,2018,B,H,R,O,U,5
ME,2,2018,B,H,R,R,D,1
ME,2,2018,B,H,R,R,U,7
ME,2,2018,B,H,R,U,B,1
ME,2,2018,B,H,R,U,D,69
ME,2,2018,B,H,R,U,U,206
ME,2,2018,B,H,U,D,D,1
ME,2,2018,B,H,U,D,H,1
ME,2,2018,B,H,U,D,R,129
ME,2,2018,B,H,U,D,U,14
ME,2,2018,B,H,U,H,R,1
ME,2,2018,B,H,U,H,U,1
ME,2,2018,B,H,U,O,U,1
ME,2,2018,B,H,U,R,D,85
ME,2,2018,B,H,U,R,H,1
ME,2,2018,B,H,U,R,O,1
ME,2,2018,B,H,U,R,R,1
ME,2,2018,B,H,U,R,U,8
ME,2,2018,B,H,U,U,D,1
ME,2,2018,B,H,U,U,H,1
ME,2,2018,B,H,U,U,O,15
ME,2,2018,B,H,U,U,R,7
ME,2,2018,B,H,U,U,U,1006
ME,2,2018,B,O,B,H,H,1
ME,2,2018,B,O,D,H,U,1
ME,2,2018,B,O,D,R,B,1
ME,2,2018,B,O,D,R,U,4
ME,2,2018,B,O,D,U,U,1
ME,2,2018,B,O,H,R,U,3
ME,2,2018,B,O,H,U,R,1
ME,2,2018,B,O,H,U,U,4
ME,2,2018,B,O,R,D,U,3
ME,2,2018,B,O,R,H,U,1
ME,2,2018,B,O,R,U,D,1
ME,2,2018,B,O,R,U,U,2
ME,2,2018,B,O,U,D,U,1
ME,2,2018,B,O,U,R,U,1
ME,2,2018,B,O,U,U,R,2
ME,2,2018,B,O,U,U,U,7
ME,2,2018,B,R,B,B,B,1
ME,2,2018,B,R,B,D,U,3
ME,2,2018,B,R,B,H,U,2
ME,2,2018,B,R,B,O,H,1
ME,2,2018,B,R,B,R,B,1
ME,2,2018,B,R,B,U,U,1
ME,2,2018,B,R,D,B,U,1
ME,2,2018,B,R,D,H,B,1
ME,2,2018,B,R,D,H,D,1
ME,2,2018,B,R,D,H,H,2
ME,2,2018,B,R,D,H,R,1
ME,2,2018,B,R,D,H,U,326
ME,2,2018,B,R,D,R,U,6
ME,2,2018,B,R,D,U,H,7
ME,2,2018,B,R,D,U,R,1
ME,2,2018,B,R,D,U,U,65
ME,2,2018,B,R,H,B,D,2
ME,2,2018,B,R,H,B,R,2
ME,2,2018,B,R,H,B,U,3
ME,2,2018,B,R,H,D,B,1
ME,2,2018,B,R,H,D,D,1
ME,2,2018,B,R,H,D,R,1
ME,2,2018,B,R,H,D,U,542
ME,2,2018,B,R,H,H,H,1
ME,2,2018,B,R,H,H,O,1
ME,2,2018,B,R,H,R,U,3
ME,2,2018,B,R,H,U,B,1
ME,2,2018,B,R,H,U,D,39
ME,2,2018,B,R,H,U,U,99
ME,2,2018,B,R,O,D,U,2
ME,2,2018,B,R,O,H,U,2
ME,2,2018,B,R,O,U,U,2
ME,2,2018,B,R,R,D,U,1
ME,2,2018,B,R,R,H,D,1
ME,2,2018,B,R,R,R,B,1
ME,2,2018,B,R,R,R,D,1
ME,2,2018,B,R,R,R,R,1
ME,2,2018,B,R,R,U,U,5
ME,2,2018,B,R,U,D,H,2
ME,2,2018,B,R,U,D,U,4
ME,2,2018,B,R,U,H,D,9
ME,2,2018,B,R,U,R,D,1
ME,2,2018,B,R,U,U,D,1
ME,2,2018,B,R,U,U,H,1
ME,2,2018,B,R,U,U,O,1
ME,2,2018,B,R,U,U,U,444
ME,2,2018,B,U,B,U,B,1
ME,2,2018,B,U,B,U,U,2
ME,2,2018,B,U,D,H,R,22
ME,2,2018,B,U,D,H,U,1
ME,2,2018,B,U,D,O,U,1
ME,2,2018,B,U,D,R,D,1
ME,2,2018,B,U,D,R,H,4
ME,2,2018,B,U,D,R,R,1
ME,2,2018,B,U,D,R,U,3
ME,2,2018,B,U,D,U,O,4
ME,2,2018,B,U,D,U,R,1
ME,2,2018,B,U,D,U,U,2
ME,2,2018,B,U,H,B,B,1
ME,2,2018,B,U,H,B,U,1
ME,2,2018,B,U,H,D,R,47
ME,2,2018,B,U,H,D,U,7
ME,2,2018,B,U,H,O,U,2
ME,2,2018,B,U,H,R,D,28
ME,2,2018,B,U,H,R,U,2
ME,2,2018,B,U,H,U,D,1
ME,2,2018,B,U,H,U,O,1
ME,2,2018,B,U,H,U,R,1
ME,2,2018,B,U,H,U,U,4
ME,2,2018,B,U,O,U,U,1
ME,2,2018,B,U,R,D,H,1
ME,2,2018,B,U,R,D,R,1
ME,2,2018,B,U,R,H,D,17
ME,2,2018,B,U,R,O,D,1
ME,2,2018,B,U,R,U,U,1
ME,2,2018,B,U,U,B,U,1
ME,2,2018,B,U,U,D,O,1
ME,2,2018,B,U,U,D,R,5
ME,2,2018,B,U,U,D,U,5
ME,2,2018,B,U,U,H,D,2
ME,2,2018,B,U,U,H,O,6
ME,2,2018,B,U,U,H,R,1
ME,2,2018,B,U,U,O,R,4
ME,2,2018,B,U,U,R,D,4
ME,2,2018,B,U,U,R,U,6
ME,2,2018,B,U,U,U,D,6
ME,2,2018,B,U,U,U,H,4
ME,2,2018,B,U,U,U,O,16
ME,2,2018,B,U,U,U,R,15
ME,2,2018,B,U,U,U,U,4045
ME,2,2018,D,B,B,B,B,7
ME,2,2018,D,B,B,B,D,1
ME,2,2018,D,B,B,B,H,1
ME,2,2018,D,B,B,B,O,1
ME,2,2018,D,B,B,B,U,6
ME,2,2018,D,B,B,D,B,1
ME,2,2018,D,B,B,D,U,1
ME,2,2018,D,B,B,H,H,2
ME,2,2018,D,B,B,H,R,9
ME,2,2018,D,B,B,H,U,3
ME,2,2018,D,B,B,R,D,1
ME,2,2018,D,B,B,R,R,1
ME,2,2018,D,B,B,R,U,23
ME,2,2018,D,B,B,U,R,3
ME,2,2018,D,B,B,U,U,37
ME,2,2018,D,B,D,B,B,4
ME,2,2018,D,B,D,B,D,8
ME,2,2018,D,B,D,B,H,2
ME,2,2018,D,B,D,B,U,2
ME,2,2018,D,B,D,D,B,1
ME,2,2018,D,B,D,D,D,25
ME,2,2018,D,B,D,D,H,1
ME,2,2018,D,B,D,D,U,2
ME,2,2018,D,B,D,H,B,1
ME,2,2018,D,B,D,H,D,2
ME,2,2018,D,B,D,H,H,1
ME,2,2018,D,B,D,H,R,22
ME,2,2018,D,B,D,H,U,12
ME,2,2018,D,B,D,O,H,1
ME,2,2018,D,B,D,R,D,1
ME,2,2018,D,B,D,R,H,1
ME,2,2018,D,B,D,R,U,50
ME,2,2018,D,B,D,U,R,6
ME,2,2018,D,B,D,U,U,59
ME,2,2018,D,B,H,B,B,1
ME,2,2018,D,B,H,B,D,2
ME,2,2018,D,B,H,B,H,5
ME,2,2018,D,B,H,B,O,1
ME,2,2018,D,B,H,B,R,6
ME,2,2018,D,B,H,B,U,34
ME,2,2018,D,B,H,D,B,12
ME,2,2018,D,B,H,D,D,46
ME,2,2018,D,B,H,D,R,4
ME,2,2018,D,B,H,D,U,7
ME,2,2018,D,B,H,H,H,2
ME,2,2018,D,B,H,H,R,13
ME,2,2018,D,B,H,H,U,31
ME,2,2018,D,B,H,O,B,1
ME,2,2018,D,B,H,O,R,2
ME,2,2018,D,B,H,O,U,13
ME,2,2018,D,B,H,R,B,3
ME,2,2018,D,B,H,R,D,5
ME,2,2018,D,B,H,R,H,1
ME,2,2018,D,B,H,R,O,1
ME,2,2018,D,B,H,R,R,148
ME,2,2018,D,B,H,R,U,19065
ME,2,2018,D,B,H,U,B,3
ME,2,2018,D,B,H,U,D,3
ME,2,2018,D,B,H,U,H,3
ME,2,2018,D,B,H,U,O,2
ME,2,2018,D,B,H,U,R,3314
ME,2,2018,D,B,H,U,U,17143
ME,2,2018,D,B,O,B,R,1
ME,2,2018,D,B,O,D,R,1
ME,2,2018,D,B,O,H,U,4
ME,2,2018,D,B,O,O,B,1
ME,2,2018,D,B,O,R,U,44
ME,2,2018,D,B,O,U,R,3
ME,2,2018,D,B,O,U,U,26
ME,2,2018,D,B,R,B,H,2
ME,2,2018,D,B,R,B,U,8
ME,2,2018,D,B,R,D,B,1
ME,2,2018,D,B,R,D,D,5
ME,2,2018,D,B,R,D,U,4
ME,2,2018,D,B,R,H,B,2
ME,2,2018,D,B,R,H,D,1
ME,2,2018,D,B,R,H,H,4
ME,2,2018,D,B,R,H,R,4
ME,2,2018,D,B,R,H,U,1214
ME,2,2018,D,B,R,O,U,3
ME,2,2018,D,B,R,R,H,1
ME,2,2018,D,B,R,R,R,1
ME,2,2018,D,B,R,R,U,14
ME,2,2018,D,B,R,U,B,2
ME,2,2018,D,B,R,U,H,26
ME,2,2018,D,B,R,U,R,7
ME,2,2018,D,B,R,U,U,452
ME,2,2018,D,B,U,H,B,1
ME,2,2018,D,B,U,H,R,228
ME,2,2018,D,B,U,H,U,30
ME,2,2018,D,B,U,O,R,1
ME,2,2018,D,B,U,O,U,1
ME,2,2018,D,B,U,R,D,1
ME,2,2018,D,B,U,R,H,10
ME,2,2018,D,B,U,R,R,4
ME,2,2018,D,B,U,R,U,27
ME,2,2018,D,B,U,U,H,2
ME,2,2018,D,B,U,U,O,4
ME,2,2018,D,B,U,U,R,76
ME,2,2018,D,B,U,U,U,10144
ME,2,2018,D,D,B,B,B,10
ME,2,2018,D,D,B,B,D,5
ME,2,2018,D,D,B,B,H,5
ME,2,2018,D,D,B,B,U,8
ME,2,2018,D,D,B,D,B,4
ME,2,2018,D,D,B,D,D,3
ME,2,2018,D,D,B,D,H,1
ME,2,2018,D,D,B,D,R,2
ME,2,2018,D,D,B,D,U,1
ME,2,2018,D,D,B,H,B,2
ME,2,2018,D,D,B,H,D,8
ME,2,2018,D,D,B,H,H,3
ME,2,2018,D,D,B,H,R,11
ME,2,2018,D,D,B,H,U,10
ME,2,2018,D,D,B,O,B,1
ME,2,2018,D,D,B,R,D,1
ME,2,2018,D,D,B,R,H,3
ME,2,2018,D,D,B,R,U,5
ME,2,2018,D,D,B,U,U,15
ME,2,2018,D,D,D,B,B,19
ME,2,2018,D,D,D,B,D,5
ME,2,2018,D,D,D,B,H,9
ME,2,2018,D,D,D,B,R,1
ME,2,2018,D,D,D,B,U,6
ME,2,2018,D,D,D,D,B,17
ME,2,2018,D,D,D,D,D,2127
ME,2,2018,D,D,D,D,H,4
ME,2,2018,D,D,D,D,O,1
ME,2,2018,D,D,D,D,R,11
ME,2,2018,D,D,D,D,U,123
ME,2,2018,D,D,D,H,B,6
ME,2,2018,D,D,D,H,D,2
ME,2,2018,D,D,D,H,H,4
ME,2,2018,D,D,D,H,R,3
ME,2,2018,D,D,D,H,U,2
ME,2,2018,D,D,D,R,D,1
ME,2,2018,D,D,D,R,R,5
ME,2,2018,D,D,D,R,U,6
ME,2,2018,D,D,D,U,B,1
ME,2,2018,D,D,D,U,D,6
ME,2,2018,D,D,D,U,R,2
ME,2,2018,D,D,D,U,U,141
ME,2,2018,D,D,H,B,B,2
ME,2,2018,D,D,H,B,D,1
ME,2,2018,D,D,H,B,H,1
ME,2,2018,D,D,H,B,R,5
ME,2,2018,D,D,H,B,U,4
ME,2,2018,D,D,H,D,B,1
ME,2,2018,D,D,H,D,D,2
ME,2,2018,D,D,H,D,R,1
ME,2,2018,D,D,H,H,D,1
ME,2,2018,D,D,H,H,H,5
ME,2,2018,D,D,H,H,U,2
ME,2,2018,D,D,H,R,B,2
ME,2,2018,D,D,H,R,R,1
ME,2,2018,D,D,H,R,U,27
ME,2,2018,D,D,H,U,R,2
ME,2,2018,D,D,H,U,U,14
ME,2,2018,D,D,O,D,D,1
ME,2,2018,D,D,R,B,U,1
ME,2,2018,D,D,R,D,D,1
ME,2,2018,D,D,R,H,U,1
ME,2,2018,D,D,R,R,B,3
ME,2,2018,D,D,R,R,R,11
ME,2,2018,D,D,R,R,U,3
ME,2,2018,D,D,R,U,U,5
ME,2,2018,D,D,U,D,U,1
ME,2,2018,D,D,U,H,D,1
ME,2,2018,D,D,U,H,R,1
ME,2,2018,D,D,U,O,U,1
ME,2,2018,D,D,U,U,D,3
ME,2,2018,D,D,U,U,R,1
ME,2,2018,D,D,U,U,U,265
ME,2,2018,D,H,B,B,B,2
ME,2,2018,D,H,B,B,U,13
